eps1,eps2,min_samples1,min_samples2,metric1,metric2,leaf_size1,leaf_size2,p1,p2,Top-1 Accuracy,Top-2 Accuracy,Images Processed
20,35,2,2,euclidean,euclidean,30,30,,,70.59,86.55,119
34,23,1,2,euclidean,euclidean,30,30,,,61.34,86.55,119
23,35,2,2,euclidean,euclidean,30,30,,,70.59,86.55,119
23,35,2,1,euclidean,euclidean,30,30,,,70.59,86.55,119
23,34,2,2,euclidean,euclidean,30,30,,,70.59,86.55,119
23,34,2,1,euclidean,euclidean,30,30,,,70.59,86.55,119
21,34,2,2,euclidean,euclidean,30,30,,,70.59,86.55,119
21,35,2,1,euclidean,euclidean,30,30,,,70.59,86.55,119
21,35,2,2,euclidean,euclidean,30,30,,,70.59,86.55,119
35,20,1,2,euclidean,euclidean,30,30,,,65.55,86.55,119
35,20,2,2,euclidean,euclidean,30,30,,,79.83,86.55,119
35,21,2,2,euclidean,euclidean,30,30,,,79.83,86.55,119
35,22,2,2,euclidean,euclidean,30,30,,,79.83,86.55,119
35,23,2,2,euclidean,euclidean,30,30,,,79.83,86.55,119
34,23,2,2,euclidean,euclidean,30,30,,,76.47,86.55,119
34,22,2,2,euclidean,euclidean,30,30,,,76.47,86.55,119
34,21,2,2,euclidean,euclidean,30,30,,,76.47,86.55,119
35,21,1,2,euclidean,euclidean,30,30,,,65.55,86.55,119
21,34,2,1,euclidean,euclidean,30,30,,,70.59,86.55,119
34,22,1,2,euclidean,euclidean,30,30,,,61.34,86.55,119
34,21,1,2,euclidean,euclidean,30,30,,,61.34,86.55,119
20,35,2,1,euclidean,euclidean,30,30,,,70.59,86.55,119
20,34,2,2,euclidean,euclidean,30,30,,,70.59,86.55,119
20,34,2,1,euclidean,euclidean,30,30,,,70.59,86.55,119
22,34,2,1,euclidean,euclidean,30,30,,,70.59,86.55,119
22,34,2,2,euclidean,euclidean,30,30,,,70.59,86.55,119
22,35,2,1,euclidean,euclidean,30,30,,,70.59,86.55,119
22,35,2,2,euclidean,euclidean,30,30,,,70.59,86.55,119
34,20,2,2,euclidean,euclidean,30,30,,,76.47,86.55,119
35,23,1,2,euclidean,euclidean,30,30,,,65.55,86.55,119
35,22,1,2,euclidean,euclidean,30,30,,,65.55,86.55,119
34,20,1,2,euclidean,euclidean,30,30,,,61.34,86.55,119
22,33,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
22,32,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
22,30,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
22,29,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
22,32,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
22,31,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
22,31,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
35,24,2,2,euclidean,euclidean,30,30,,,79.83,85.71,119
26,34,2,1,euclidean,euclidean,30,30,,,73.11,85.71,119
22,30,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
22,29,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
35,25,2,2,euclidean,euclidean,30,30,,,79.83,85.71,119
21,32,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
36,23,2,2,euclidean,euclidean,30,30,,,80.67,85.71,119
36,22,2,2,euclidean,euclidean,30,30,,,80.67,85.71,119
36,21,2,2,euclidean,euclidean,30,30,,,80.67,85.71,119
36,20,2,2,euclidean,euclidean,30,30,,,80.67,85.71,119
29,20,2,2,euclidean,euclidean,30,30,,,78.99,85.71,119
21,29,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
21,29,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
21,30,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
21,30,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
21,31,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
21,31,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
21,32,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
21,33,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
26,34,2,2,euclidean,euclidean,30,30,,,73.11,85.71,119
21,33,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
21,36,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
21,36,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
29,21,2,2,euclidean,euclidean,30,30,,,78.99,85.71,119
29,22,2,2,euclidean,euclidean,30,30,,,78.99,85.71,119
29,23,2,2,euclidean,euclidean,30,30,,,78.99,85.71,119
36,23,1,2,euclidean,euclidean,30,30,,,66.39,85.71,119
36,21,1,2,euclidean,euclidean,30,30,,,66.39,85.71,119
22,33,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
26,35,2,2,euclidean,euclidean,30,30,,,73.11,85.71,119
26,35,2,1,euclidean,euclidean,30,30,,,73.11,85.71,119
35,26,2,2,euclidean,euclidean,30,30,,,79.83,85.71,119
36,20,1,2,euclidean,euclidean,30,30,,,66.39,85.71,119
35,25,1,2,euclidean,euclidean,30,30,,,65.55,85.71,119
22,36,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
33,20,1,2,euclidean,euclidean,30,30,,,60.5,85.71,119
23,32,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
23,32,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
23,33,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
23,33,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
23,36,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
23,36,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
25,34,2,2,euclidean,euclidean,30,30,,,68.91,85.71,119
25,35,2,1,euclidean,euclidean,30,30,,,68.91,85.71,119
25,35,2,2,euclidean,euclidean,30,30,,,68.91,85.71,119
33,21,1,2,euclidean,euclidean,30,30,,,60.5,85.71,119
23,31,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
33,22,1,2,euclidean,euclidean,30,30,,,60.5,85.71,119
31,20,1,2,euclidean,euclidean,30,30,,,56.3,85.71,119
31,21,1,2,euclidean,euclidean,30,30,,,56.3,85.71,119
31,22,1,2,euclidean,euclidean,30,30,,,56.3,85.71,119
33,23,1,2,euclidean,euclidean,30,30,,,60.5,85.71,119
33,23,2,2,euclidean,euclidean,30,30,,,75.63,85.71,119
33,22,2,2,euclidean,euclidean,30,30,,,75.63,85.71,119
33,21,2,2,euclidean,euclidean,30,30,,,75.63,85.71,119
33,20,2,2,euclidean,euclidean,30,30,,,75.63,85.71,119
23,31,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
23,30,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
22,36,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
34,25,2,2,euclidean,euclidean,30,30,,,76.47,85.71,119
35,26,1,2,euclidean,euclidean,30,30,,,65.55,85.71,119
29,23,1,2,euclidean,euclidean,30,30,,,55.46,85.71,119
35,24,1,2,euclidean,euclidean,30,30,,,65.55,85.71,119
30,20,1,2,euclidean,euclidean,30,30,,,55.46,85.71,119
30,21,1,2,euclidean,euclidean,30,30,,,55.46,85.71,119
30,22,1,2,euclidean,euclidean,30,30,,,55.46,85.71,119
30,23,1,2,euclidean,euclidean,30,30,,,55.46,85.71,119
30,20,2,2,euclidean,euclidean,30,30,,,78.15,85.71,119
34,26,2,2,euclidean,euclidean,30,30,,,76.47,85.71,119
34,24,2,2,euclidean,euclidean,30,30,,,76.47,85.71,119
23,30,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
30,21,2,2,euclidean,euclidean,30,30,,,78.15,85.71,119
30,22,2,2,euclidean,euclidean,30,30,,,78.15,85.71,119
30,23,2,2,euclidean,euclidean,30,30,,,78.15,85.71,119
34,26,1,2,euclidean,euclidean,30,30,,,61.34,85.71,119
34,25,1,2,euclidean,euclidean,30,30,,,61.34,85.71,119
34,24,1,2,euclidean,euclidean,30,30,,,61.34,85.71,119
25,34,2,1,euclidean,euclidean,30,30,,,68.91,85.71,119
23,29,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
23,29,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
24,34,2,1,euclidean,euclidean,30,30,,,69.75,85.71,119
36,22,1,2,euclidean,euclidean,30,30,,,66.39,85.71,119
20,29,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
20,30,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
32,22,2,2,euclidean,euclidean,30,30,,,75.63,85.71,119
32,22,1,2,euclidean,euclidean,30,30,,,57.98,85.71,119
31,23,1,2,euclidean,euclidean,30,30,,,56.3,85.71,119
32,23,2,2,euclidean,euclidean,30,30,,,75.63,85.71,119
31,21,2,2,euclidean,euclidean,30,30,,,77.31,85.71,119
31,20,2,2,euclidean,euclidean,30,30,,,77.31,85.71,119
32,21,1,2,euclidean,euclidean,30,30,,,57.98,85.71,119
31,22,2,2,euclidean,euclidean,30,30,,,77.31,85.71,119
32,20,1,2,euclidean,euclidean,30,30,,,57.98,85.71,119
31,23,2,2,euclidean,euclidean,30,30,,,77.31,85.71,119
20,30,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
32,20,2,2,euclidean,euclidean,30,30,,,75.63,85.71,119
29,20,1,2,euclidean,euclidean,30,30,,,55.46,85.71,119
20,31,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
32,21,2,2,euclidean,euclidean,30,30,,,75.63,85.71,119
29,21,1,2,euclidean,euclidean,30,30,,,55.46,85.71,119
20,31,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
20,32,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
20,32,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
24,35,2,2,euclidean,euclidean,30,30,,,69.75,85.71,119
20,33,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
29,22,1,2,euclidean,euclidean,30,30,,,55.46,85.71,119
20,33,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
24,35,2,1,euclidean,euclidean,30,30,,,69.75,85.71,119
20,36,2,1,euclidean,euclidean,30,30,,,70.59,85.71,119
24,34,2,2,euclidean,euclidean,30,30,,,69.75,85.71,119
20,36,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
20,29,2,2,euclidean,euclidean,30,30,,,70.59,85.71,119
32,23,1,2,euclidean,euclidean,30,30,,,57.98,85.71,119
36,25,2,2,euclidean,euclidean,30,30,,,80.67,84.87,119
20,28,2,1,euclidean,euclidean,30,30,,,70.59,84.87,119
38,23,2,2,euclidean,euclidean,30,30,,,77.31,84.87,119
38,22,2,2,euclidean,euclidean,30,30,,,77.31,84.87,119
30,24,1,2,euclidean,euclidean,30,30,,,55.46,84.87,119
30,25,1,2,euclidean,euclidean,30,30,,,55.46,84.87,119
20,28,2,2,euclidean,euclidean,30,30,,,70.59,84.87,119
30,26,1,2,euclidean,euclidean,30,30,,,55.46,84.87,119
25,33,2,1,euclidean,euclidean,30,30,,,68.91,84.87,119
38,20,2,2,euclidean,euclidean,30,30,,,77.31,84.87,119
38,21,2,2,euclidean,euclidean,30,30,,,77.31,84.87,119
26,29,2,1,euclidean,euclidean,30,30,,,73.11,84.87,119
25,32,2,2,euclidean,euclidean,30,30,,,68.91,84.87,119
25,32,2,1,euclidean,euclidean,30,30,,,68.91,84.87,119
25,31,2,2,euclidean,euclidean,30,30,,,68.91,84.87,119
25,31,2,1,euclidean,euclidean,30,30,,,68.91,84.87,119
32,26,1,2,euclidean,euclidean,30,30,,,57.98,84.87,119
26,29,2,2,euclidean,euclidean,30,30,,,73.11,84.87,119
26,30,2,1,euclidean,euclidean,30,30,,,73.11,84.87,119
26,30,2,2,euclidean,euclidean,30,30,,,73.11,84.87,119
29,24,1,2,euclidean,euclidean,30,30,,,55.46,84.87,119
22,38,2,2,euclidean,euclidean,30,30,,,70.59,84.87,119
22,38,2,1,euclidean,euclidean,30,30,,,70.59,84.87,119
22,37,2,2,euclidean,euclidean,30,30,,,70.59,84.87,119
22,37,2,1,euclidean,euclidean,30,30,,,70.59,84.87,119
20,37,2,1,euclidean,euclidean,30,30,,,70.59,84.87,119
25,33,2,2,euclidean,euclidean,30,30,,,68.91,84.87,119
30,25,2,2,euclidean,euclidean,30,30,,,78.15,84.87,119
32,25,1,2,euclidean,euclidean,30,30,,,57.98,84.87,119
31,26,2,2,euclidean,euclidean,30,30,,,77.31,84.87,119
38,20,1,2,euclidean,euclidean,30,30,,,65.55,84.87,119
38,21,1,2,euclidean,euclidean,30,30,,,65.55,84.87,119
38,22,1,2,euclidean,euclidean,30,30,,,65.55,84.87,119
38,23,1,2,euclidean,euclidean,30,30,,,65.55,84.87,119
25,36,2,1,euclidean,euclidean,30,30,,,68.91,84.87,119
39,23,1,2,euclidean,euclidean,30,30,,,65.55,84.87,119
31,24,2,2,euclidean,euclidean,30,30,,,77.31,84.87,119
31,25,2,2,euclidean,euclidean,30,30,,,77.31,84.87,119
33,24,1,2,euclidean,euclidean,30,30,,,60.5,84.87,119
23,39,2,1,euclidean,euclidean,30,30,,,70.59,84.87,119
33,26,2,2,euclidean,euclidean,30,30,,,75.63,84.87,119
33,25,2,2,euclidean,euclidean,30,30,,,75.63,84.87,119
33,24,2,2,euclidean,euclidean,30,30,,,75.63,84.87,119
28,23,2,2,euclidean,euclidean,30,30,,,78.99,84.87,119
28,22,2,2,euclidean,euclidean,30,30,,,78.99,84.87,119
28,21,2,2,euclidean,euclidean,30,30,,,78.99,84.87,119
28,20,2,2,euclidean,euclidean,30,30,,,78.99,84.87,119
25,36,2,2,euclidean,euclidean,30,30,,,68.91,84.87,119
23,39,2,2,euclidean,euclidean,30,30,,,70.59,84.87,119
23,38,2,2,euclidean,euclidean,30,30,,,70.59,84.87,119
37,20,2,2,euclidean,euclidean,30,30,,,78.99,84.87,119
23,28,2,2,euclidean,euclidean,30,30,,,70.59,84.87,119
37,21,2,2,euclidean,euclidean,30,30,,,78.99,84.87,119
37,22,2,2,euclidean,euclidean,30,30,,,78.99,84.87,119
37,23,2,2,euclidean,euclidean,30,30,,,78.99,84.87,119
30,24,2,2,euclidean,euclidean,30,30,,,78.15,84.87,119
20,38,2,1,euclidean,euclidean,30,30,,,70.59,84.87,119
32,24,1,2,euclidean,euclidean,30,30,,,57.98,84.87,119
30,26,2,2,euclidean,euclidean,30,30,,,78.15,84.87,119
23,28,2,1,euclidean,euclidean,30,30,,,70.59,84.87,119
28,20,1,2,euclidean,euclidean,30,30,,,52.94,84.87,119
23,38,2,1,euclidean,euclidean,30,30,,,70.59,84.87,119
31,24,1,2,euclidean,euclidean,30,30,,,56.3,84.87,119
28,21,1,2,euclidean,euclidean,30,30,,,52.94,84.87,119
28,22,1,2,euclidean,euclidean,30,30,,,52.94,84.87,119
31,25,1,2,euclidean,euclidean,30,30,,,56.3,84.87,119
28,23,1,2,euclidean,euclidean,30,30,,,52.94,84.87,119
31,26,1,2,euclidean,euclidean,30,30,,,56.3,84.87,119
23,37,2,1,euclidean,euclidean,30,30,,,70.59,84.87,119
23,37,2,2,euclidean,euclidean,30,30,,,70.59,84.87,119
20,37,2,2,euclidean,euclidean,30,30,,,70.59,84.87,119
33,25,1,2,euclidean,euclidean,30,30,,,60.5,84.87,119
20,38,2,2,euclidean,euclidean,30,30,,,70.59,84.87,119
26,36,2,2,euclidean,euclidean,30,30,,,73.11,84.87,119
24,36,2,1,euclidean,euclidean,30,30,,,69.75,84.87,119
24,29,2,1,euclidean,euclidean,30,30,,,69.75,84.87,119
24,36,2,2,euclidean,euclidean,30,30,,,69.75,84.87,119
24,30,2,1,euclidean,euclidean,30,30,,,69.75,84.87,119
24,30,2,2,euclidean,euclidean,30,30,,,69.75,84.87,119
24,31,2,1,euclidean,euclidean,30,30,,,69.75,84.87,119
24,31,2,2,euclidean,euclidean,30,30,,,69.75,84.87,119
25,29,2,2,euclidean,euclidean,30,30,,,68.91,84.87,119
39,23,2,2,euclidean,euclidean,30,30,,,76.47,84.87,119
32,24,2,2,euclidean,euclidean,30,30,,,75.63,84.87,119
33,26,1,2,euclidean,euclidean,30,30,,,60.5,84.87,119
32,25,2,2,euclidean,euclidean,30,30,,,75.63,84.87,119
36,24,1,2,euclidean,euclidean,30,30,,,66.39,84.87,119
36,25,1,2,euclidean,euclidean,30,30,,,66.39,84.87,119
36,26,1,2,euclidean,euclidean,30,30,,,66.39,84.87,119
24,32,2,1,euclidean,euclidean,30,30,,,69.75,84.87,119
24,32,2,2,euclidean,euclidean,30,30,,,69.75,84.87,119
24,33,2,1,euclidean,euclidean,30,30,,,69.75,84.87,119
25,30,2,2,euclidean,euclidean,30,30,,,68.91,84.87,119
29,26,2,2,euclidean,euclidean,30,30,,,78.99,84.87,119
29,25,2,2,euclidean,euclidean,30,30,,,78.99,84.87,119
29,24,2,2,euclidean,euclidean,30,30,,,78.99,84.87,119
21,37,2,1,euclidean,euclidean,30,30,,,70.59,84.87,119
21,37,2,2,euclidean,euclidean,30,30,,,70.59,84.87,119
21,38,2,1,euclidean,euclidean,30,30,,,70.59,84.87,119
32,26,2,2,euclidean,euclidean,30,30,,,75.63,84.87,119
25,30,2,1,euclidean,euclidean,30,30,,,68.91,84.87,119
21,28,2,2,euclidean,euclidean,30,30,,,70.59,84.87,119
24,29,2,2,euclidean,euclidean,30,30,,,69.75,84.87,119
21,38,2,2,euclidean,euclidean,30,30,,,70.59,84.87,119
26,32,2,1,euclidean,euclidean,30,30,,,73.11,84.87,119
26,33,2,2,euclidean,euclidean,30,30,,,73.11,84.87,119
37,22,1,2,euclidean,euclidean,30,30,,,65.55,84.87,119
29,25,1,2,euclidean,euclidean,30,30,,,55.46,84.87,119
25,29,2,1,euclidean,euclidean,30,30,,,68.91,84.87,119
26,33,2,1,euclidean,euclidean,30,30,,,73.11,84.87,119
37,21,1,2,euclidean,euclidean,30,30,,,65.55,84.87,119
29,26,1,2,euclidean,euclidean,30,30,,,55.46,84.87,119
36,26,2,2,euclidean,euclidean,30,30,,,80.67,84.87,119
37,20,1,2,euclidean,euclidean,30,30,,,65.55,84.87,119
24,33,2,2,euclidean,euclidean,30,30,,,69.75,84.87,119
26,32,2,2,euclidean,euclidean,30,30,,,73.11,84.87,119
37,23,1,2,euclidean,euclidean,30,30,,,65.55,84.87,119
26,31,2,1,euclidean,euclidean,30,30,,,73.11,84.87,119
26,36,2,1,euclidean,euclidean,30,30,,,73.11,84.87,119
22,28,2,1,euclidean,euclidean,30,30,,,70.59,84.87,119
21,28,2,1,euclidean,euclidean,30,30,,,70.59,84.87,119
22,28,2,2,euclidean,euclidean,30,30,,,70.59,84.87,119
26,31,2,2,euclidean,euclidean,30,30,,,73.11,84.87,119
36,24,2,2,euclidean,euclidean,30,30,,,80.67,84.87,119
24,39,2,2,euclidean,euclidean,30,30,,,69.75,84.03,119
28,24,1,2,euclidean,euclidean,30,30,,,52.94,84.03,119
24,39,2,1,euclidean,euclidean,30,30,,,69.75,84.03,119
25,37,2,1,euclidean,euclidean,30,30,,,68.91,84.03,119
25,38,2,1,euclidean,euclidean,30,30,,,68.91,84.03,119
25,37,2,2,euclidean,euclidean,30,30,,,68.91,84.03,119
28,35,2,2,euclidean,euclidean,30,30,,,78.99,84.03,119
28,35,2,1,euclidean,euclidean,30,30,,,78.99,84.03,119
25,38,2,2,euclidean,euclidean,30,30,,,68.91,84.03,119
28,34,2,1,euclidean,euclidean,30,30,,,78.99,84.03,119
28,34,2,2,euclidean,euclidean,30,30,,,78.99,84.03,119
25,39,2,1,euclidean,euclidean,30,30,,,68.91,84.03,119
24,38,2,2,euclidean,euclidean,30,30,,,69.75,84.03,119
25,39,2,2,euclidean,euclidean,30,30,,,68.91,84.03,119
39,26,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
28,24,2,2,euclidean,euclidean,30,30,,,78.99,84.03,119
28,39,2,2,euclidean,euclidean,30,30,,,78.99,84.03,119
28,39,2,1,euclidean,euclidean,30,30,,,78.99,84.03,119
39,25,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
38,26,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
39,24,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
21,39,2,1,euclidean,euclidean,30,30,,,70.59,84.03,119
38,24,2,2,euclidean,euclidean,30,30,,,77.31,84.03,119
38,25,2,2,euclidean,euclidean,30,30,,,77.31,84.03,119
38,26,2,2,euclidean,euclidean,30,30,,,77.31,84.03,119
24,37,2,1,euclidean,euclidean,30,30,,,69.75,84.03,119
39,22,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
24,37,2,2,euclidean,euclidean,30,30,,,69.75,84.03,119
38,25,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
38,24,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
39,21,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
24,38,2,1,euclidean,euclidean,30,30,,,69.75,84.03,119
34,27,1,2,euclidean,euclidean,30,30,,,61.34,84.03,119
21,39,2,2,euclidean,euclidean,30,30,,,70.59,84.03,119
39,28,2,2,euclidean,euclidean,30,30,,,76.47,84.03,119
26,39,2,1,euclidean,euclidean,30,30,,,73.11,84.03,119
26,38,2,2,euclidean,euclidean,30,30,,,73.11,84.03,119
26,38,2,1,euclidean,euclidean,30,30,,,73.11,84.03,119
26,37,2,2,euclidean,euclidean,30,30,,,73.11,84.03,119
26,37,2,1,euclidean,euclidean,30,30,,,73.11,84.03,119
35,27,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
35,28,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
39,20,2,2,euclidean,euclidean,30,30,,,76.47,84.03,119
35,28,2,2,euclidean,euclidean,30,30,,,79.83,84.03,119
35,27,2,2,euclidean,euclidean,30,30,,,79.83,84.03,119
39,21,2,2,euclidean,euclidean,30,30,,,76.47,84.03,119
24,28,2,1,euclidean,euclidean,30,30,,,69.75,84.03,119
39,22,2,2,euclidean,euclidean,30,30,,,76.47,84.03,119
22,39,2,1,euclidean,euclidean,30,30,,,70.59,84.03,119
37,24,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
37,25,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
37,26,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
24,28,2,2,euclidean,euclidean,30,30,,,69.75,84.03,119
20,39,2,2,euclidean,euclidean,30,30,,,70.59,84.03,119
39,28,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
26,39,2,2,euclidean,euclidean,30,30,,,73.11,84.03,119
39,25,2,2,euclidean,euclidean,30,30,,,76.47,84.03,119
39,20,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
27,39,2,2,euclidean,euclidean,30,30,,,73.95,84.03,119
39,27,2,2,euclidean,euclidean,30,30,,,76.47,84.03,119
27,39,2,1,euclidean,euclidean,30,30,,,73.95,84.03,119
39,26,2,2,euclidean,euclidean,30,30,,,76.47,84.03,119
37,26,2,2,euclidean,euclidean,30,30,,,78.99,84.03,119
37,25,2,2,euclidean,euclidean,30,30,,,78.99,84.03,119
37,24,2,2,euclidean,euclidean,30,30,,,78.99,84.03,119
20,39,2,1,euclidean,euclidean,30,30,,,70.59,84.03,119
34,28,1,2,euclidean,euclidean,30,30,,,61.34,84.03,119
22,39,2,2,euclidean,euclidean,30,30,,,70.59,84.03,119
39,24,2,2,euclidean,euclidean,30,30,,,76.47,84.03,119
39,27,1,2,euclidean,euclidean,30,30,,,65.55,84.03,119
27,35,2,2,euclidean,euclidean,30,30,,,73.95,84.03,119
27,35,2,1,euclidean,euclidean,30,30,,,73.95,84.03,119
27,34,2,2,euclidean,euclidean,30,30,,,73.95,84.03,119
34,27,2,2,euclidean,euclidean,30,30,,,76.47,84.03,119
34,28,2,2,euclidean,euclidean,30,30,,,76.47,84.03,119
27,34,2,1,euclidean,euclidean,30,30,,,73.95,84.03,119
25,28,2,2,euclidean,euclidean,30,30,,,68.91,83.19,119
25,28,2,1,euclidean,euclidean,30,30,,,68.91,83.19,119
31,27,1,2,euclidean,euclidean,30,30,,,56.3,83.19,119
32,27,2,2,euclidean,euclidean,30,30,,,75.63,83.19,119
32,27,1,2,euclidean,euclidean,30,30,,,57.98,83.19,119
31,27,2,2,euclidean,euclidean,30,30,,,77.31,83.19,119
33,27,1,2,euclidean,euclidean,30,30,,,60.5,83.19,119
27,30,2,1,euclidean,euclidean,30,30,,,73.95,83.19,119
27,33,2,1,euclidean,euclidean,30,30,,,73.95,83.19,119
27,32,2,2,euclidean,euclidean,30,30,,,73.95,83.19,119
27,32,2,1,euclidean,euclidean,30,30,,,73.95,83.19,119
27,31,2,2,euclidean,euclidean,30,30,,,73.95,83.19,119
27,31,2,1,euclidean,euclidean,30,30,,,73.95,83.19,119
27,30,2,2,euclidean,euclidean,30,30,,,73.95,83.19,119
27,29,2,2,euclidean,euclidean,30,30,,,73.95,83.19,119
28,38,2,1,euclidean,euclidean,30,30,,,78.99,83.19,119
27,29,2,1,euclidean,euclidean,30,30,,,73.95,83.19,119
28,33,2,1,euclidean,euclidean,30,30,,,78.99,83.19,119
28,33,2,2,euclidean,euclidean,30,30,,,78.99,83.19,119
28,36,2,1,euclidean,euclidean,30,30,,,78.99,83.19,119
33,28,1,2,euclidean,euclidean,30,30,,,60.5,83.19,119
28,37,2,1,euclidean,euclidean,30,30,,,78.99,83.19,119
37,27,1,2,euclidean,euclidean,30,30,,,65.55,83.19,119
37,28,1,2,euclidean,euclidean,30,30,,,65.55,83.19,119
27,33,2,2,euclidean,euclidean,30,30,,,73.95,83.19,119
27,36,2,1,euclidean,euclidean,30,30,,,73.95,83.19,119
27,36,2,2,euclidean,euclidean,30,30,,,73.95,83.19,119
27,37,2,1,euclidean,euclidean,30,30,,,73.95,83.19,119
27,37,2,2,euclidean,euclidean,30,30,,,73.95,83.19,119
27,38,2,1,euclidean,euclidean,30,30,,,73.95,83.19,119
37,27,2,2,euclidean,euclidean,30,30,,,78.99,83.19,119
27,38,2,2,euclidean,euclidean,30,30,,,73.95,83.19,119
37,28,2,2,euclidean,euclidean,30,30,,,78.99,83.19,119
28,25,1,2,euclidean,euclidean,30,30,,,52.94,83.19,119
28,26,1,2,euclidean,euclidean,30,30,,,52.94,83.19,119
38,27,1,2,euclidean,euclidean,30,30,,,65.55,83.19,119
38,28,1,2,euclidean,euclidean,30,30,,,65.55,83.19,119
28,26,2,2,euclidean,euclidean,30,30,,,78.99,83.19,119
28,25,2,2,euclidean,euclidean,30,30,,,78.99,83.19,119
28,37,2,2,euclidean,euclidean,30,30,,,78.99,83.19,119
28,36,2,2,euclidean,euclidean,30,30,,,78.99,83.19,119
28,38,2,2,euclidean,euclidean,30,30,,,78.99,83.19,119
36,28,1,2,euclidean,euclidean,30,30,,,66.39,83.19,119
33,27,2,2,euclidean,euclidean,30,30,,,75.63,83.19,119
33,28,2,2,euclidean,euclidean,30,30,,,75.63,83.19,119
30,27,2,2,euclidean,euclidean,30,30,,,78.15,83.19,119
30,27,1,2,euclidean,euclidean,30,30,,,55.46,83.19,119
26,28,2,2,euclidean,euclidean,30,30,,,73.11,83.19,119
36,27,1,2,euclidean,euclidean,30,30,,,66.39,83.19,119
26,28,2,1,euclidean,euclidean,30,30,,,73.11,83.19,119
36,27,2,2,euclidean,euclidean,30,30,,,80.67,83.19,119
38,27,2,2,euclidean,euclidean,30,30,,,77.31,83.19,119
36,28,2,2,euclidean,euclidean,30,30,,,80.67,83.19,119
29,27,2,2,euclidean,euclidean,30,30,,,78.99,83.19,119
29,27,1,2,euclidean,euclidean,30,30,,,55.46,83.19,119
38,28,2,2,euclidean,euclidean,30,30,,,77.31,83.19,119
30,34,2,2,euclidean,euclidean,30,30,,,78.15,82.35,119
